,ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Facing,Availability_Status
11798,11799,Karnataka,Bangalore,East,Villa,1,2965,337.49,0.11,2019,Furnished,28,10,6,8,2,North,Ready_to_Move
11800,11801,Karnataka,Bangalore,Central,Villa,2,620,52.25,0.08,2003,Unfurnished,28,8,22,3,3,East,Ready_to_Move
11843,11844,Karnataka,Bangalore,Central,Apartment,2,929,419.36,0.45,2023,Unfurnished,24,12,2,2,5,South,Ready_to_Move
11934,11935,Karnataka,Bangalore,West,Independent House,1,1928,88.32,0.05,1990,Semi-furnished,6,4,35,5,8,North,Under_Construction
12090,12091,Karnataka,Bangalore,South-East,Apartment,5,4071,62.91,0.02,2002,Semi-furnished,29,4,23,2,4,West,Under_Construction
12187,12188,Karnataka,Bangalore,North,Apartment,4,1697,215.37,0.13,2010,Furnished,19,21,15,10,7,North,Under_Construction
12199,12200,Karnataka,Bangalore,East,Independent House,3,3665,366.65,0.1,2015,Semi-furnished,0,30,10,5,8,North,Under_Construction
12285,12286,Karnataka,Bangalore,North,Villa,1,3368,193.17,0.06,2002,Unfurnished,24,16,23,6,9,North,Under_Construction
12418,12419,Karnataka,Bangalore,East,Independent House,3,3577,334.6,0.09,2019,Unfurnished,16,10,6,3,6,East,Ready_to_Move
12441,12442,Karnataka,Bangalore,South,Independent House,2,1257,221.7,0.18,2000,Semi-furnished,24,15,25,9,6,North,Under_Construction
12476,12477,Karnataka,Bangalore,West,Independent House,3,2055,12.58,0.01,2004,Furnished,28,2,21,10,4,South,Ready_to_Move
12497,12498,Karnataka,Bangalore,West,Villa,2,3367,211.28,0.06,2020,Unfurnished,28,11,5,6,5,West,Under_Construction
12529,12530,Karnataka,Bangalore,Central,Apartment,1,2736,145.67,0.05,2011,Semi-furnished,7,12,14,9,6,East,Ready_to_Move
12534,12535,Karnataka,Bangalore,South-West,Independent House,5,4391,63.02,0.01,2013,Furnished,27,12,12,10,5,South,Under_Construction
12582,12583,Karnataka,Bangalore,South,Apartment,3,550,439.48,0.8,1992,Unfurnished,16,23,33,9,8,West,Ready_to_Move
12612,12613,Karnataka,Bangalore,South-East,Independent House,1,1306,207.02,0.16,2000,Unfurnished,11,29,25,4,7,South,Under_Construction
12675,12676,Karnataka,Bangalore,North-East,Apartment,1,2431,189.79,0.08,1998,Semi-furnished,8,29,27,6,2,West,Under_Construction
12709,12710,Karnataka,Bangalore,North-East,Apartment,5,950,150.55,0.16,1995,Unfurnished,27,30,30,6,3,South,Ready_to_Move
12718,12719,Karnataka,Bangalore,Central,Independent House,2,3556,382.96,0.11,2010,Semi-furnished,17,15,15,8,4,West,Under_Construction
12752,12753,Karnataka,Bangalore,North-East,Independent House,5,4898,103.03,0.02,1992,Furnished,21,25,33,10,10,West,Ready_to_Move
12849,12850,Karnataka,Bangalore,North-East,Villa,5,4685,382.03,0.08,2023,Unfurnished,1,10,2,2,6,West,Ready_to_Move
12904,12905,Karnataka,Bangalore,East,Apartment,3,4822,153.0,0.03,2002,Semi-furnished,8,12,23,1,8,South,Under_Construction
12950,12951,Karnataka,Bangalore,East,Apartment,2,4100,309.46,0.08,2012,Furnished,3,25,13,2,1,West,Ready_to_Move
12990,12991,Karnataka,Bangalore,West,Apartment,2,4152,72.42,0.02,1990,Unfurnished,10,29,35,8,9,East,Under_Construction
12997,12998,Karnataka,Bangalore,Central,Apartment,2,3087,433.41,0.14,2008,Semi-furnished,28,21,17,3,2,West,Under_Construction
13025,13026,Karnataka,Bangalore,South-East,Villa,2,1998,292.17,0.15,2012,Unfurnished,16,15,13,8,2,East,Under_Construction
13075,13076,Karnataka,Bangalore,West,Villa,2,4971,427.32,0.09,2023,Furnished,29,11,2,10,8,East,Under_Construction
13086,13087,Karnataka,Bangalore,Central,Apartment,3,532,475.89,0.89,2014,Semi-furnished,11,9,11,10,5,North,Under_Construction
13115,13116,Karnataka,Bangalore,South-East,Villa,5,3659,432.18,0.12,2003,Semi-furnished,22,8,22,7,6,North,Ready_to_Move
13134,13135,Karnataka,Bangalore,North-East,Apartment,4,2468,58.95,0.02,2016,Semi-furnished,23,24,9,10,10,South,Under_Construction
13148,13149,Karnataka,Bangalore,North,Villa,2,4104,206.34,0.05,2002,Furnished,19,2,23,7,10,East,Ready_to_Move
13240,13241,Karnataka,Bangalore,West,Independent House,4,4107,83.89,0.02,2002,Furnished,22,27,23,8,7,South,Ready_to_Move
13457,13458,Karnataka,Bangalore,West,Villa,2,3057,55.19,0.02,2011,Semi-furnished,24,25,14,6,6,East,Under_Construction
13500,13501,Karnataka,Bangalore,North,Independent House,3,3609,25.45,0.01,2006,Unfurnished,10,23,19,3,10,East,Under_Construction
13667,13668,Karnataka,Bangalore,North,Apartment,5,1017,129.1,0.13,2015,Semi-furnished,14,28,10,7,10,East,Under_Construction
13753,13754,Karnataka,Bangalore,South-East,Apartment,3,1898,186.15,0.1,2022,Furnished,29,2,3,6,9,West,Ready_to_Move
13810,13811,Karnataka,Bangalore,South-East,Villa,3,1153,154.21,0.13,2017,Furnished,28,25,8,6,7,West,Under_Construction
13857,13858,Karnataka,Bangalore,South,Apartment,4,4499,125.15,0.03,1999,Furnished,15,22,26,10,5,North,Under_Construction
13861,13862,Karnataka,Bangalore,North-East,Apartment,4,3848,321.29,0.08,2004,Semi-furnished,3,5,21,4,7,East,Ready_to_Move
14102,14103,Karnataka,Bangalore,South-East,Villa,3,1170,415.21,0.35,1996,Semi-furnished,22,13,29,10,1,West,Ready_to_Move
14219,14220,Karnataka,Bangalore,South,Independent House,3,2091,82.65,0.04,2007,Unfurnished,23,10,18,8,3,South,Ready_to_Move
14242,14243,Karnataka,Bangalore,South-West,Villa,2,1954,169.47,0.09,2009,Unfurnished,16,18,16,1,10,South,Ready_to_Move
14419,14420,Karnataka,Bangalore,East,Apartment,2,874,231.06,0.26,1998,Furnished,11,8,27,3,2,North,Under_Construction
14579,14580,Karnataka,Bangalore,East,Independent House,1,922,274.4,0.3,1999,Semi-furnished,20,27,26,5,5,South,Ready_to_Move
14631,14632,Karnataka,Bangalore,South,Villa,3,4286,137.39,0.03,2002,Furnished,12,6,23,9,4,South,Under_Construction
14674,14675,Karnataka,Bangalore,Central,Villa,1,4927,277.25,0.06,2004,Furnished,15,21,21,1,8,West,Ready_to_Move
14746,14747,Karnataka,Bangalore,South,Villa,1,3087,128.38,0.04,2020,Semi-furnished,19,1,5,6,7,East,Ready_to_Move
14822,14823,Karnataka,Bangalore,West,Apartment,1,3561,165.3,0.05,1993,Furnished,0,2,32,6,2,North,Ready_to_Move
14861,14862,Karnataka,Bangalore,North-East,Villa,1,2994,117.62,0.04,1998,Unfurnished,17,14,27,10,8,East,Ready_to_Move
14959,14960,Karnataka,Bangalore,South,Apartment,3,4271,130.3,0.03,1990,Unfurnished,8,4,35,10,2,East,Under_Construction
15183,15184,Karnataka,Bangalore,East,Independent House,3,2048,314.15,0.15,1998,Furnished,18,16,27,1,10,South,Under_Construction
15237,15238,Karnataka,Bangalore,South-East,Independent House,2,3508,115.56,0.03,2017,Semi-furnished,23,5,8,1,2,North,Ready_to_Move
15274,15275,Karnataka,Bangalore,South,Villa,2,2898,133.99,0.05,1990,Furnished,2,8,35,1,5,North,Under_Construction
15309,15310,Karnataka,Bangalore,South-East,Villa,3,2713,26.9,0.01,1990,Furnished,26,2,35,3,5,South,Ready_to_Move
15401,15402,Karnataka,Bangalore,West,Villa,4,3842,133.7,0.03,2003,Furnished,27,12,22,8,6,East,Under_Construction
15425,15426,Karnataka,Bangalore,North,Independent House,3,3368,307.4,0.09,1994,Semi-furnished,4,15,31,10,3,West,Under_Construction
15457,15458,Karnataka,Bangalore,South,Villa,3,1866,349.46,0.19,1992,Semi-furnished,27,16,33,7,1,South,Ready_to_Move
15526,15527,Karnataka,Bangalore,South-East,Villa,1,2258,253.44,0.11,1993,Unfurnished,30,29,32,10,10,East,Ready_to_Move
15574,15575,Karnataka,Bangalore,Central,Independent House,1,3790,342.06,0.09,2012,Furnished,11,1,13,2,10,West,Under_Construction
15653,15654,Karnataka,Bangalore,South-East,Apartment,3,4665,404.45,0.09,2001,Furnished,7,8,24,9,5,South,Ready_to_Move
15659,15660,Karnataka,Bangalore,South,Independent House,4,642,128.19,0.2,2020,Semi-furnished,3,26,5,1,2,West,Ready_to_Move
15758,15759,Karnataka,Bangalore,North,Independent House,1,3774,477.37,0.13,1996,Semi-furnished,15,10,29,1,9,North,Ready_to_Move
15824,15825,Karnataka,Bangalore,South-West,Independent House,4,1850,469.42,0.25,1993,Unfurnished,28,21,32,6,6,West,Under_Construction
15887,15888,Karnataka,Bangalore,South-West,Independent House,5,3835,236.32,0.06,2021,Semi-furnished,0,25,4,1,3,South,Ready_to_Move
15919,15920,Karnataka,Bangalore,South,Independent House,3,2670,377.05,0.14,2009,Furnished,27,24,16,1,4,South,Under_Construction
16119,16120,Karnataka,Bangalore,West,Villa,4,1921,315.06,0.16,2013,Unfurnished,19,3,12,1,6,South,Ready_to_Move
16181,16182,Karnataka,Bangalore,West,Apartment,2,2408,473.04,0.2,1991,Semi-furnished,9,11,34,9,9,West,Ready_to_Move
16250,16251,Karnataka,Bangalore,North-East,Apartment,4,1538,347.31,0.23,2004,Unfurnished,5,7,21,4,10,West,Under_Construction
16413,16414,Karnataka,Bangalore,Central,Villa,4,4436,152.87,0.03,1997,Furnished,4,24,28,5,10,East,Under_Construction
16502,16503,Karnataka,Bangalore,West,Independent House,5,2906,49.04,0.02,1993,Semi-furnished,30,24,32,2,10,South,Under_Construction
16558,16559,Karnataka,Bangalore,South,Villa,5,1918,126.44,0.07,2006,Furnished,13,23,19,2,1,South,Under_Construction
16697,16698,Karnataka,Bangalore,North-East,Apartment,3,1149,228.54,0.2,2008,Semi-furnished,18,5,17,3,9,North,Ready_to_Move
16699,16700,Karnataka,Bangalore,South-East,Apartment,3,598,334.79,0.56,2007,Unfurnished,1,28,18,5,9,South,Ready_to_Move
16850,16851,Karnataka,Bangalore,North-East,Apartment,5,4482,393.31,0.09,2006,Semi-furnished,18,3,19,7,5,East,Ready_to_Move
16864,16865,Karnataka,Bangalore,North,Independent House,4,4786,162.79,0.03,2000,Furnished,6,9,25,9,3,East,Ready_to_Move
17011,17012,Karnataka,Bangalore,East,Independent House,3,2953,466.64,0.16,2009,Furnished,5,4,16,7,3,South,Under_Construction
17032,17033,Karnataka,Bangalore,South-West,Independent House,5,3848,423.22,0.11,2012,Furnished,5,11,13,1,6,North,Ready_to_Move
17205,17206,Karnataka,Bangalore,South-East,Villa,3,3854,245.89,0.06,2007,Unfurnished,4,9,18,7,5,North,Ready_to_Move
17213,17214,Karnataka,Bangalore,East,Apartment,4,4715,436.48,0.09,1996,Semi-furnished,28,22,29,1,4,South,Under_Construction
17232,17233,Karnataka,Bangalore,Central,Apartment,2,1484,88.59,0.06,2023,Unfurnished,20,21,2,2,4,West,Under_Construction
17251,17252,Karnataka,Bangalore,Central,Apartment,4,758,469.7,0.62,2009,Semi-furnished,1,22,16,7,9,East,Under_Construction
17318,17319,Karnataka,Bangalore,South-East,Villa,4,3860,323.86,0.08,2004,Furnished,29,21,21,10,2,North,Ready_to_Move
17360,17361,Karnataka,Bangalore,West,Apartment,1,4612,29.43,0.01,1999,Unfurnished,10,1,26,9,1,North,Ready_to_Move
17379,17380,Karnataka,Bangalore,South,Apartment,5,1406,458.19,0.33,1994,Unfurnished,3,6,31,2,6,North,Under_Construction
17459,17460,Karnataka,Bangalore,North,Villa,3,3902,98.36,0.03,1995,Semi-furnished,21,5,30,7,10,South,Ready_to_Move
17460,17461,Karnataka,Bangalore,South-East,Villa,4,2713,60.89,0.02,2009,Semi-furnished,21,3,16,1,2,North,Under_Construction
17704,17705,Karnataka,Bangalore,West,Villa,2,3083,23.24,0.01,1998,Furnished,7,17,27,5,9,West,Under_Construction
17754,17755,Karnataka,Bangalore,South-East,Apartment,3,3365,207.51,0.06,2019,Furnished,19,28,6,3,9,East,Ready_to_Move
17768,17769,Karnataka,Bangalore,South-West,Apartment,2,4358,211.71,0.05,2023,Furnished,8,22,2,10,10,North,Ready_to_Move
17774,17775,Karnataka,Bangalore,East,Apartment,5,903,110.67,0.12,2014,Unfurnished,12,7,11,9,2,West,Under_Construction
17892,17893,Karnataka,Bangalore,South-West,Independent House,1,658,203.96,0.31,2019,Semi-furnished,15,26,6,6,1,West,Under_Construction
18049,18050,Karnataka,Bangalore,South,Independent House,2,2832,64.48,0.02,1992,Furnished,29,1,33,10,4,North,Ready_to_Move
18095,18096,Karnataka,Bangalore,South-West,Independent House,4,1059,215.42,0.2,2003,Semi-furnished,3,26,22,7,1,South,Ready_to_Move
18109,18110,Karnataka,Bangalore,North,Villa,3,2907,486.95,0.17,2023,Furnished,3,4,2,7,1,North,Ready_to_Move
18193,18194,Karnataka,Bangalore,East,Apartment,4,4491,257.82,0.06,2010,Furnished,12,6,15,6,2,South,Under_Construction
18302,18303,Karnataka,Bangalore,East,Villa,1,3006,115.88,0.04,2014,Unfurnished,6,2,11,8,9,North,Under_Construction
18424,18425,Karnataka,Bangalore,South,Apartment,5,1080,189.82,0.18,2023,Unfurnished,21,7,2,9,10,South,Under_Construction
18552,18553,Karnataka,Bangalore,South-East,Apartment,4,1426,453.89,0.32,1991,Furnished,22,23,34,7,1,East,Under_Construction
18558,18559,Karnataka,Bangalore,South,Villa,2,907,376.03,0.41,2009,Semi-furnished,5,7,16,7,2,East,Ready_to_Move
18576,18577,Karnataka,Bangalore,South-East,Independent House,4,4259,443.47,0.1,2002,Unfurnished,22,27,23,2,5,North,Ready_to_Move
18597,18598,Karnataka,Bangalore,South,Independent House,3,4573,344.38,0.08,2018,Unfurnished,10,11,7,10,7,East,Under_Construction
18615,18616,Karnataka,Bangalore,West,Villa,4,792,316.07,0.4,2014,Furnished,10,18,11,6,2,East,Ready_to_Move
18632,18633,Karnataka,Bangalore,East,Apartment,2,1854,147.29,0.08,1996,Semi-furnished,28,18,29,4,3,South,Ready_to_Move
18638,18639,Karnataka,Bangalore,Central,Apartment,3,2954,484.05,0.16,2019,Semi-furnished,21,8,6,4,9,South,Ready_to_Move
18798,18799,Karnataka,Bangalore,South-West,Apartment,5,2091,279.48,0.13,2016,Unfurnished,6,8,9,4,2,West,Ready_to_Move
18821,18822,Karnataka,Bangalore,West,Villa,4,3121,183.09,0.06,2023,Unfurnished,23,8,2,7,7,North,Ready_to_Move
18831,18832,Karnataka,Bangalore,South-East,Independent House,1,1855,210.19,0.11,1992,Unfurnished,22,18,33,1,5,North,Under_Construction
18930,18931,Karnataka,Bangalore,West,Villa,5,3277,323.67,0.1,1999,Semi-furnished,17,12,26,2,2,South,Under_Construction
18996,18997,Karnataka,Bangalore,South,Independent House,2,3235,165.71,0.05,2019,Semi-furnished,28,4,6,2,1,South,Ready_to_Move
19054,19055,Karnataka,Bangalore,South-East,Apartment,3,3828,46.15,0.01,2009,Furnished,1,9,16,5,1,South,Under_Construction
19234,19235,Karnataka,Bangalore,South,Independent House,3,2039,489.52,0.24,1998,Unfurnished,21,8,27,9,5,North,Ready_to_Move
19289,19290,Karnataka,Bangalore,North-East,Villa,4,2010,62.06,0.03,1994,Semi-furnished,28,13,31,2,4,East,Ready_to_Move
19309,19310,Karnataka,Bangalore,North-East,Villa,1,3209,401.17,0.13,2020,Unfurnished,9,16,5,6,6,North,Ready_to_Move
19346,19347,Karnataka,Bangalore,North,Apartment,5,4041,418.03,0.1,2010,Unfurnished,5,24,15,9,5,West,Under_Construction
19347,19348,Karnataka,Bangalore,Central,Apartment,4,2513,267.26,0.11,1995,Furnished,23,22,30,8,3,West,Under_Construction
19467,19468,Karnataka,Bangalore,East,Apartment,4,3610,189.45,0.05,1991,Semi-furnished,25,1,34,10,5,South,Ready_to_Move
19667,19668,Karnataka,Bangalore,West,Villa,4,1358,437.37,0.32,1997,Furnished,15,3,28,7,5,South,Ready_to_Move
19794,19795,Karnataka,Bangalore,South,Independent House,3,695,382.58,0.55,2013,Furnished,28,4,12,6,8,North,Under_Construction
19832,19833,Karnataka,Bangalore,East,Independent House,1,4559,452.99,0.1,2018,Unfurnished,20,30,7,6,6,North,Under_Construction
19847,19848,Karnataka,Bangalore,West,Apartment,5,3298,499.45,0.15,2009,Unfurnished,18,21,16,9,3,East,Under_Construction
19870,19871,Karnataka,Bangalore,North-East,Independent House,3,4443,441.7,0.1,2022,Furnished,18,7,3,4,5,West,Under_Construction
19875,19876,Karnataka,Bangalore,East,Villa,2,1009,139.08,0.14,2012,Semi-furnished,25,18,13,4,8,South,Ready_to_Move
19928,19929,Karnataka,Bangalore,South-West,Apartment,4,3231,264.97,0.08,2012,Unfurnished,11,15,13,7,6,South,Under_Construction
19929,19930,Karnataka,Bangalore,Central,Independent House,2,3007,197.41,0.07,2004,Semi-furnished,21,13,21,2,9,South,Ready_to_Move
19941,19942,Karnataka,Bangalore,East,Villa,3,1699,447.02,0.26,1990,Unfurnished,12,11,35,8,8,South,Ready_to_Move
19965,19966,Karnataka,Bangalore,North,Independent House,1,1450,97.14,0.07,1995,Semi-furnished,17,10,30,2,7,West,Under_Construction
19970,19971,Karnataka,Bangalore,South-West,Villa,3,800,481.06,0.6,2000,Semi-furnished,2,30,25,7,8,East,Ready_to_Move
20037,20038,Karnataka,Bangalore,South-East,Independent House,4,920,200.04,0.22,2003,Unfurnished,30,13,22,3,6,East,Ready_to_Move
20090,20091,Karnataka,Bangalore,North,Independent House,4,2668,187.42,0.07,2014,Semi-furnished,0,22,11,9,1,North,Ready_to_Move
20238,20239,Karnataka,Bangalore,South,Apartment,2,1023,448.65,0.44,2008,Furnished,20,12,17,5,1,East,Ready_to_Move
20323,20324,Karnataka,Bangalore,Central,Apartment,3,4484,499.87,0.11,1997,Furnished,11,16,28,1,9,North,Ready_to_Move
20330,20331,Karnataka,Bangalore,North-East,Villa,2,3971,271.53,0.07,2017,Semi-furnished,15,25,8,7,7,North,Ready_to_Move
20342,20343,Karnataka,Bangalore,South,Independent House,4,4968,66.35,0.01,1994,Furnished,10,27,31,4,4,East,Under_Construction
20361,20362,Karnataka,Bangalore,South,Apartment,2,3294,170.74,0.05,2010,Furnished,13,25,15,5,7,North,Under_Construction
20431,20432,Karnataka,Bangalore,Central,Apartment,4,1872,171.27,0.09,2016,Semi-furnished,7,9,9,2,9,South,Under_Construction
20497,20498,Karnataka,Bangalore,West,Villa,2,1230,319.34,0.26,2000,Furnished,23,11,25,5,10,North,Ready_to_Move
20510,20511,Karnataka,Bangalore,North-East,Villa,3,4373,21.76,0.0,1998,Furnished,26,14,27,4,8,South,Under_Construction
20581,20582,Karnataka,Bangalore,South-West,Villa,5,2012,144.71,0.07,2021,Furnished,4,10,4,7,9,East,Ready_to_Move
20617,20618,Karnataka,Bangalore,East,Independent House,3,1644,330.04,0.2,1992,Semi-furnished,28,9,33,9,5,East,Ready_to_Move
20652,20653,Karnataka,Bangalore,East,Independent House,5,1448,210.69,0.15,2010,Semi-furnished,6,30,15,10,1,North,Under_Construction
20705,20706,Karnataka,Bangalore,North,Apartment,5,1515,131.41,0.09,2015,Semi-furnished,18,24,10,9,10,North,Ready_to_Move
20759,20760,Karnataka,Bangalore,South,Independent House,2,4430,350.86,0.08,2017,Furnished,29,18,8,6,6,East,Ready_to_Move
20776,20777,Karnataka,Bangalore,South-West,Villa,5,2293,443.48,0.19,2019,Semi-furnished,12,1,6,6,7,West,Ready_to_Move
20803,20804,Karnataka,Bangalore,Central,Independent House,4,4386,419.54,0.1,1993,Semi-furnished,14,13,32,4,10,East,Ready_to_Move
20929,20930,Karnataka,Bangalore,South-East,Villa,4,4022,74.41,0.02,1996,Semi-furnished,14,21,29,10,5,North,Ready_to_Move
20950,20951,Karnataka,Bangalore,South-West,Independent House,4,2201,112.45,0.05,1994,Furnished,8,28,31,1,9,West,Ready_to_Move
20965,20966,Karnataka,Bangalore,West,Villa,5,3762,425.28,0.11,2015,Unfurnished,9,3,10,7,7,West,Under_Construction
21062,21063,Karnataka,Bangalore,South-West,Villa,1,2419,90.91,0.04,2002,Semi-furnished,16,7,23,2,1,East,Ready_to_Move
21113,21114,Karnataka,Bangalore,Central,Villa,3,1659,484.59,0.29,1990,Semi-furnished,30,2,35,8,3,East,Under_Construction
21133,21134,Karnataka,Bangalore,East,Independent House,3,858,395.17,0.46,2012,Furnished,16,28,13,3,2,West,Ready_to_Move
21196,21197,Karnataka,Bangalore,West,Apartment,3,1587,75.31,0.05,1990,Semi-furnished,8,25,35,2,5,North,Under_Construction
21199,21200,Karnataka,Bangalore,Central,Apartment,1,901,301.8,0.33,2021,Unfurnished,21,25,4,10,9,East,Under_Construction
21260,21261,Karnataka,Bangalore,South-West,Independent House,1,4048,175.01,0.04,2011,Unfurnished,14,12,14,5,10,East,Under_Construction
21279,21280,Karnataka,Bangalore,South-West,Independent House,2,4788,496.87,0.1,1994,Unfurnished,19,21,31,8,7,East,Under_Construction
21323,21324,Karnataka,Bangalore,North-East,Apartment,5,4267,318.74,0.07,1991,Furnished,26,2,34,3,7,South,Under_Construction
21336,21337,Karnataka,Bangalore,North,Independent House,4,1330,306.16,0.23,2023,Semi-furnished,3,5,2,2,7,West,Ready_to_Move
21446,21447,Karnataka,Bangalore,South-East,Apartment,4,1875,445.5,0.24,1999,Furnished,24,23,26,3,4,North,Ready_to_Move
21447,21448,Karnataka,Bangalore,East,Villa,5,3886,488.2,0.13,2000,Semi-furnished,1,21,25,8,7,North,Under_Construction
21475,21476,Karnataka,Bangalore,South-East,Villa,2,4353,127.8,0.03,1991,Furnished,24,8,34,7,2,East,Ready_to_Move
21486,21487,Karnataka,Bangalore,Central,Independent House,2,2443,367.09,0.15,2006,Semi-furnished,4,8,19,8,4,East,Under_Construction
21509,21510,Karnataka,Bangalore,North-East,Independent House,3,3216,24.4,0.01,2015,Semi-furnished,27,28,10,6,1,West,Ready_to_Move
21529,21530,Karnataka,Bangalore,North-East,Apartment,1,507,11.46,0.02,2005,Semi-furnished,15,8,20,9,4,East,Under_Construction
21561,21562,Karnataka,Bangalore,North,Villa,3,3351,207.85,0.06,2009,Unfurnished,1,4,16,9,9,North,Under_Construction
21594,21595,Karnataka,Bangalore,Central,Villa,2,3486,16.14,0.0,2016,Semi-furnished,26,4,9,8,7,South,Ready_to_Move
21605,21606,Karnataka,Bangalore,North,Apartment,4,799,131.74,0.16,1997,Furnished,13,3,28,8,10,West,Ready_to_Move
21781,21782,Karnataka,Bangalore,West,Independent House,3,4684,287.97,0.06,1998,Furnished,9,3,27,2,6,South,Under_Construction
21855,21856,Karnataka,Bangalore,South-West,Independent House,3,3171,405.1,0.13,2008,Semi-furnished,12,27,17,1,6,East,Under_Construction
22005,22006,Karnataka,Bangalore,East,Apartment,1,852,384.85,0.45,2006,Unfurnished,20,7,19,10,5,West,Under_Construction
22013,22014,Karnataka,Bangalore,North,Apartment,3,3214,216.87,0.07,1997,Unfurnished,17,2,28,6,9,East,Under_Construction
